,sfincs_depth_mean,sfincs_depth_median,sfincs_area_km2,sfincs_manning_mean,hecras_depth_mean,hecras_depth_median,hecras_area_km2,hecras_manning_mean
39,1.0134451,0.8244705,0.5203749999999999,0.05986885110629308,1.0741608,1.0096188,0.51095,0.059722900858255434
40,1.0719467,0.96286774,0.5438,0.06016518677585937,1.2541062,1.0242844,0.637575,0.06464138956027489
41,0.9645533,0.7511902,0.509725,0.05956801890904352,1.0558528,0.9697304,0.5773499999999999,0.06064827496712919
42,1.0285765,0.9136734,0.5373249999999999,0.04846815381066223,1.1903776,0.9298706,0.7290749999999999,0.05163232507650966
43,1.0760747,0.98088074,0.5573,0.060270236727981846,1.3306944,0.9872818,0.8428249999999999,0.06145013113193418
44,1.0563425,0.9560585,0.5478999999999999,0.04437206049305279,1.2447828,0.9431591,0.7568499999999999,0.045967314003299585
45,1.0278748,0.9001999,0.535975,0.065241829041649,1.177635,1.0007782,0.634575,0.06804874466403935
46,1.0915698,0.9664917,0.512925,0.03866105264044043,1.4669034,1.3962822,0.87125,0.03539255866746447
47,1.0727209,0.95238876,0.5405,0.058006012486981305,1.2517878,1.0522766,0.6034999999999999,0.060915000501093414
48,1.0515724,0.9569969,0.5462,0.048583911880904274,1.2272574,0.94615173,0.74025,0.05269090645936732
49,1.0006162,0.83984756,0.5227999999999999,0.06167594121448244,1.1301107,0.99697876,0.605225,0.06276126032756717
50,1.0626585,0.96554947,0.5440499999999999,0.05181090747835822,1.2313089,0.99079895,0.672275,0.05658748676335065
51,1.0152359,0.8808899,0.5277499999999999,0.052467064841367615,1.1563401,0.9890003,0.63605,0.05474757957466606
52,1.0270048,0.90776825,0.536025,0.05390828610381799,1.1787426,0.9455967,0.69545,0.056945690909445526
53,1.0216355,0.90208817,0.5376,0.06586342754300964,1.187081,0.9300003,0.7442249999999999,0.06864858374970637
54,1.0278054,0.901947,0.532125,0.05106863679189146,1.1780893,1.0145874,0.618675,0.05406415288947742
55,1.0619338,0.95565414,0.54655,0.04753658851291619,1.2614381,0.94929504,0.775725,0.04863644100520991
56,1.004101,0.8348007,0.527875,0.042315636046987154,1.1446433,1.0226555,0.593375,0.044369294828300807
57,1.0347106,0.9231186,0.538725,0.052860354078654165,1.1967335,0.9367447,0.726475,0.05584976968951058
58,1.0094109,0.87210846,0.5324749999999999,0.06000799781781179,1.1700255,0.91758347,0.7459,0.06349031350345853
59,1.0328074,0.8854904,0.530725,0.06236833399107564,1.1751097,1.0538063,0.5621499999999999,0.06446216396846782
60,1.0023493,0.84580994,0.524525,0.0535384366674598,1.1352516,0.9602165,0.65545,0.05698533122610326
61,1.027124,0.90153503,0.532625,0.04682027733257286,1.1644762,0.97080994,0.6553749999999999,0.04951756438864788
